"Cutoff","Fraction","Kappa","Set","Iteration","Quantile.97","PCancel","QuantilePCancel"
0.66,0.001,0.08985605,"Train",181,0.22,0.02605571,0.224
0.66,0.001,0.2061833,"Test",181,0.238,0.02998523,0.238
0.65,0.001,0.0888625,"Train",181,0.22,0.02605571,0.224
0.65,0.001,0.2019275,"Test",181,0.238,0.02998523,0.238
0.64,0.001,0.08820172,"Train",181,0.22,0.02605571,0.224
0.64,0.001,0.2260689,"Test",181,0.238,0.02998523,0.238
0.63,0.001,0.08644585,"Train",181,0.22,0.02605571,0.224
0.63,0.001,0.2260689,"Test",181,0.238,0.02998523,0.238
0.62,0.001,0.0999233,"Train",181,0.22,0.02605571,0.224
0.62,0.001,0.2260689,"Test",181,0.238,0.02998523,0.238
0.61,0.001,0.101504,"Train",181,0.22,0.02605571,0.224
0.61,0.001,0.2666888,"Test",181,0.238,0.02998523,0.238
0.6,0.001,0.1312751,"Train",181,0.22,0.02605571,0.224
0.6,0.001,0.2666888,"Test",181,0.238,0.02998523,0.238
0.59,0.001,0.1320585,"Train",181,0.22,0.02605571,0.224
0.59,0.001,0.2666888,"Test",181,0.238,0.02998523,0.238
0.58,0.001,0.1333048,"Train",181,0.22,0.02605571,0.224
0.58,0.001,0.259496,"Test",181,0.238,0.02998523,0.238
0.57,0.001,0.1333048,"Train",181,0.22,0.02605571,0.224
0.57,0.001,0.2561436,"Test",181,0.238,0.02998523,0.238
0.56,0.001,0.1333048,"Train",181,0.22,0.02605571,0.224
0.56,0.001,0.2561436,"Test",181,0.238,0.02998523,0.238
0.55,0.001,0.1321328,"Train",181,0.22,0.02605571,0.224
0.55,0.001,0.2561436,"Test",181,0.238,0.02998523,0.238
0.54,0.001,0.140737,"Train",181,0.22,0.02605571,0.224
0.54,0.001,0.2561436,"Test",181,0.238,0.02998523,0.238
0.53,0.001,0.140737,"Train",181,0.22,0.02605571,0.224
0.53,0.001,0.2561436,"Test",181,0.238,0.02998523,0.238
0.52,0.001,0.1395131,"Train",181,0.22,0.02605571,0.224
0.52,0.001,0.2561436,"Test",181,0.238,0.02998523,0.238
0.51,0.001,0.1395131,"Train",181,0.22,0.02605571,0.224
0.51,0.001,0.2561436,"Test",181,0.238,0.02998523,0.238
0.5,0.001,0.1395131,"Train",181,0.22,0.02605571,0.224
0.5,0.001,0.2561436,"Test",181,0.238,0.02998523,0.238
0.49,0.001,0.1378234,"Train",181,0.22,0.02605571,0.224
0.49,0.001,0.2561436,"Test",181,0.238,0.02998523,0.238
0.48,0.001,0.1378234,"Train",181,0.22,0.02605571,0.224
0.48,0.001,0.2561436,"Test",181,0.238,0.02998523,0.238
0.47,0.001,0.1378234,"Train",181,0.22,0.02605571,0.224
0.47,0.001,0.2561436,"Test",181,0.238,0.02998523,0.238
0.46,0.001,0.1366209,"Train",181,0.22,0.02605571,0.224
0.46,0.001,0.2561436,"Test",181,0.238,0.02998523,0.238
0.45,0.001,0.1347851,"Train",181,0.22,0.02605571,0.224
0.45,0.001,0.2561436,"Test",181,0.238,0.02998523,0.238
0.44,0.001,0.1332008,"Train",181,0.22,0.02605571,0.224
0.44,0.001,0.2561436,"Test",181,0.238,0.02998523,0.238
0.43,0.001,0.1332008,"Train",181,0.22,0.02605571,0.224
0.43,0.001,0.2482999,"Test",181,0.238,0.02998523,0.238
0.42,0.001,0.1301156,"Train",181,0.22,0.02605571,0.224
0.42,0.001,0.2482999,"Test",181,0.238,0.02998523,0.238
0.41,0.001,0.1301156,"Train",181,0.22,0.02605571,0.224
0.41,0.001,0.2482999,"Test",181,0.238,0.02998523,0.238
0.4,0.001,0.1301156,"Train",181,0.22,0.02605571,0.224
0.4,0.001,0.2482999,"Test",181,0.238,0.02998523,0.238
0.39,0.001,0.1301156,"Train",181,0.22,0.02605571,0.224
0.39,0.001,0.2482999,"Test",181,0.238,0.02998523,0.238
0.38,0.001,0.1438462,"Train",181,0.22,0.02605571,0.224
0.38,0.001,0.2492903,"Test",181,0.238,0.02998523,0.238
0.37,0.001,0.1438462,"Train",181,0.22,0.02605571,0.224
0.37,0.001,0.2492903,"Test",181,0.238,0.02998523,0.238
0.36,0.001,0.1580048,"Train",181,0.22,0.02605571,0.224
0.36,0.001,0.2492903,"Test",181,0.238,0.02998523,0.238
0.35,0.001,0.160463,"Train",181,0.22,0.02605571,0.224
0.35,0.001,0.244534,"Test",181,0.238,0.02998523,0.238
0.34,0.001,0.1605415,"Train",181,0.22,0.02605571,0.224
0.34,0.001,0.244534,"Test",181,0.238,0.02998523,0.238
0.33,0.001,0.1589452,"Train",181,0.22,0.02605571,0.224
0.33,0.001,0.244534,"Test",181,0.238,0.02998523,0.238
0.32,0.001,0.1588751,"Train",181,0.22,0.02605571,0.224
0.32,0.001,0.244534,"Test",181,0.238,0.02998523,0.238
0.31,0.001,0.1614507,"Train",181,0.22,0.02605571,0.224
0.31,0.001,0.244534,"Test",181,0.238,0.02998523,0.238
0.3,0.001,0.1625591,"Train",181,0.22,0.02605571,0.224
0.3,0.001,0.244534,"Test",181,0.238,0.02998523,0.238
0.29,0.001,0.1625591,"Train",181,0.22,0.02605571,0.224
0.29,0.001,0.2326802,"Test",181,0.238,0.02998523,0.238
0.28,0.001,0.1640893,"Train",181,0.22,0.02605571,0.224
0.28,0.001,0.223999,"Test",181,0.238,0.02998523,0.238
0.27,0.001,0.1649504,"Train",181,0.22,0.02605571,0.224
0.27,0.001,0.223999,"Test",181,0.238,0.02998523,0.238
0.26,0.001,0.1631343,"Train",181,0.22,0.02605571,0.224
0.26,0.001,0.223999,"Test",181,0.238,0.02998523,0.238
0.25,0.001,0.1611932,"Train",181,0.22,0.02605571,0.224
0.25,0.001,0.223999,"Test",181,0.238,0.02998523,0.238
0.24,0.001,0.1583957,"Train",181,0.22,0.02605571,0.224
0.24,0.001,0.2364575,"Test",181,0.238,0.02998523,0.238
0.23,0.001,0.1575944,"Train",181,0.22,0.02605571,0.224
0.23,0.001,0.2284912,"Test",181,0.238,0.02998523,0.238
0.22,0.001,0.1574761,"Train",181,0.22,0.02605571,0.224
0.22,0.001,0.2242093,"Test",181,0.238,0.02998523,0.238
0.21,0.001,0.1526395,"Train",181,0.22,0.02605571,0.224
0.21,0.001,0.2242093,"Test",181,0.238,0.02998523,0.238
0.2,0.001,0.1502333,"Train",181,0.22,0.02605571,0.224
0.2,0.001,0.2142563,"Test",181,0.238,0.02998523,0.238
0.19,0.001,0.1428572,"Train",181,0.22,0.02605571,0.224
0.19,0.001,0.2092373,"Test",181,0.238,0.02998523,0.238
0.18,0.001,0.1408796,"Train",181,0.22,0.02605571,0.224
0.18,0.001,0.2017495,"Test",181,0.238,0.02998523,0.238
0.17,0.001,0.1363421,"Train",181,0.22,0.02605571,0.224
0.17,0.001,0.1952934,"Test",181,0.238,0.02998523,0.238
0.16,0.001,0.1354702,"Train",181,0.22,0.02605571,0.224
0.16,0.001,0.1911155,"Test",181,0.238,0.02998523,0.238
0.15,0.001,0.1347088,"Train",181,0.22,0.02605571,0.224
0.15,0.001,0.1911155,"Test",181,0.238,0.02998523,0.238
0.14,0.001,0.1337319,"Train",181,0.22,0.02605571,0.224
0.14,0.001,0.1786158,"Test",181,0.238,0.02998523,0.238
0.13,0.001,0.1297194,"Train",181,0.22,0.02605571,0.224
0.13,0.001,0.1804408,"Test",181,0.238,0.02998523,0.238
0.12,0.001,0.124726,"Train",181,0.22,0.02605571,0.224
0.12,0.001,0.1749828,"Test",181,0.238,0.02998523,0.238
0.11,0.001,0.1200104,"Train",181,0.22,0.02605571,0.224
0.11,0.001,0.1675631,"Test",181,0.238,0.02998523,0.238
0.1,0.001,0.1179523,"Train",181,0.22,0.02605571,0.224
0.1,0.001,0.1461328,"Test",181,0.238,0.02998523,0.238
0.09,0.001,0.1124076,"Train",181,0.22,0.02605571,0.224
0.09,0.001,0.135349,"Test",181,0.238,0.02998523,0.238
0.08,0.001,0.1052094,"Train",181,0.22,0.02605571,0.224
0.08,0.001,0.1207559,"Test",181,0.238,0.02998523,0.238
0.07,0.001,0.09855613,"Train",181,0.22,0.02605571,0.224
0.07,0.001,0.1103689,"Test",181,0.238,0.02998523,0.238
0.06,0.001,0.08696926,"Train",181,0.22,0.02605571,0.224
0.06,0.001,0.1013301,"Test",181,0.238,0.02998523,0.238
0.05,0.001,0.076025,"Train",181,0.22,0.02605571,0.224
0.05,0.001,0.09912471,"Test",181,0.238,0.02998523,0.238
0.95,0.001,0,"Train",182,0.168,0.02785265,0.172
0.95,0.001,0.07840421,"Test",182,0.18,0.02998523,0.18
0.94,0.001,0.007883063,"Train",182,0.168,0.02785265,0.172
0.94,0.001,0.07840421,"Test",182,0.18,0.02998523,0.18
0.93,0.001,0.007883063,"Train",182,0.168,0.02785265,0.172
0.93,0.001,0.1225511,"Test",182,0.18,0.02998523,0.18
0.92,0.001,0.007883063,"Train",182,0.168,0.02785265,0.172
0.92,0.001,0.1225511,"Test",182,0.18,0.02998523,0.18
0.91,0.001,0.007883063,"Train",182,0.168,0.02785265,0.172
0.91,0.001,0.1225511,"Test",182,0.18,0.02998523,0.18
0.9,0.001,0.007883063,"Train",182,0.168,0.02785265,0.172
0.9,0.001,0.1225511,"Test",182,0.18,0.02998523,0.18
0.89,0.001,0.007883063,"Train",182,0.168,0.02785265,0.172
0.89,0.001,0.1225511,"Test",182,0.18,0.02998523,0.18
0.88,0.001,0.007883063,"Train",182,0.168,0.02785265,0.172
0.88,0.001,0.1225511,"Test",182,0.18,0.02998523,0.18
0.87,0.001,0.007883063,"Train",182,0.168,0.02785265,0.172
0.87,0.001,0.1225511,"Test",182,0.18,0.02998523,0.18
0.86,0.001,0.01953781,"Train",182,0.168,0.02785265,0.172
0.86,0.001,0.1547315,"Test",182,0.18,0.02998523,0.18
0.85,0.001,0.01953781,"Train",182,0.168,0.02785265,0.172
0.85,0.001,0.1547315,"Test",182,0.18,0.02998523,0.18
0.84,0.001,0.0483911,"Train",182,0.168,0.02785265,0.172
0.84,0.001,0.1547315,"Test",182,0.18,0.02998523,0.18
0.83,0.001,0.06279302,"Train",182,0.168,0.02785265,0.172
0.83,0.001,0.1547315,"Test",182,0.18,0.02998523,0.18
0.82,0.001,0.06279302,"Train",182,0.168,0.02785265,0.172
0.82,0.001,0.1547315,"Test",182,0.18,0.02998523,0.18
0.81,0.001,0.07217999,"Train",182,0.168,0.02785265,0.172
0.81,0.001,0.1547315,"Test",182,0.18,0.02998523,0.18
0.8,0.001,0.07217999,"Train",182,0.168,0.02785265,0.172
0.8,0.001,0.1547315,"Test",182,0.18,0.02998523,0.18
0.79,0.001,0.10823,"Train",182,0.168,0.02785265,0.172
0.79,0.001,0.176905,"Test",182,0.18,0.02998523,0.18
0.78,0.001,0.10823,"Train",182,0.168,0.02785265,0.172
0.78,0.001,0.229753,"Test",182,0.18,0.02998523,0.18
0.77,0.001,0.10823,"Train",182,0.168,0.02785265,0.172
0.77,0.001,0.229753,"Test",182,0.18,0.02998523,0.18
0.76,0.001,0.10823,"Train",182,0.168,0.02785265,0.172
0.76,0.001,0.229753,"Test",182,0.18,0.02998523,0.18
0.75,0.001,0.10823,"Train",182,0.168,0.02785265,0.172
0.75,0.001,0.229753,"Test",182,0.18,0.02998523,0.18
0.74,0.001,0.10823,"Train",182,0.168,0.02785265,0.172
0.74,0.001,0.229753,"Test",182,0.18,0.02998523,0.18
0.73,0.001,0.10823,"Train",182,0.168,0.02785265,0.172
0.73,0.001,0.229753,"Test",182,0.18,0.02998523,0.18
0.72,0.001,0.1135173,"Train",182,0.168,0.02785265,0.172
0.72,0.001,0.229753,"Test",182,0.18,0.02998523,0.18
0.71,0.001,0.1357271,"Train",182,0.168,0.02785265,0.172
0.71,0.001,0.229753,"Test",182,0.18,0.02998523,0.18
0.7,0.001,0.1357271,"Train",182,0.168,0.02785265,0.172
0.7,0.001,0.2837822,"Test",182,0.18,0.02998523,0.18
0.69,0.001,0.1357271,"Train",182,0.168,0.02785265,0.172
0.69,0.001,0.2837822,"Test",182,0.18,0.02998523,0.18
0.68,0.001,0.133803,"Train",182,0.168,0.02785265,0.172
0.68,0.001,0.2837822,"Test",182,0.18,0.02998523,0.18
0.67,0.001,0.1442187,"Train",182,0.168,0.02785265,0.172
0.67,0.001,0.2837822,"Test",182,0.18,0.02998523,0.18
0.66,0.001,0.1442187,"Train",182,0.168,0.02785265,0.172
0.66,0.001,0.2745105,"Test",182,0.18,0.02998523,0.18
0.65,0.001,0.1421714,"Train",182,0.168,0.02785265,0.172
0.65,0.001,0.2745105,"Test",182,0.18,0.02998523,0.18
0.64,0.001,0.1399004,"Train",182,0.168,0.02785265,0.172
0.64,0.001,0.2745105,"Test",182,0.18,0.02998523,0.18
0.63,0.001,0.137719,"Train",182,0.168,0.02785265,0.172
0.63,0.001,0.2646161,"Test",182,0.18,0.02998523,0.18
0.62,0.001,0.1372026,"Train",182,0.168,0.02785265,0.172
0.62,0.001,0.2646161,"Test",182,0.18,0.02998523,0.18
0.61,0.001,0.1372026,"Train",182,0.168,0.02785265,0.172
0.61,0.001,0.2563241,"Test",182,0.18,0.02998523,0.18
0.6,0.001,0.1372026,"Train",182,0.168,0.02785265,0.172
0.6,0.001,0.2563241,"Test",182,0.18,0.02998523,0.18
0.59,0.001,0.1372026,"Train",182,0.168,0.02785265,0.172
0.59,0.001,0.2563241,"Test",182,0.18,0.02998523,0.18
0.58,0.001,0.1364122,"Train",182,0.168,0.02785265,0.172
0.58,0.001,0.2563241,"Test",182,0.18,0.02998523,0.18
0.57,0.001,0.1364122,"Train",182,0.168,0.02785265,0.172
0.57,0.001,0.2563241,"Test",182,0.18,0.02998523,0.18
0.56,0.001,0.1364122,"Train",182,0.168,0.02785265,0.172
0.56,0.001,0.2563241,"Test",182,0.18,0.02998523,0.18
0.55,0.001,0.1347531,"Train",182,0.168,0.02785265,0.172
0.55,0.001,0.2563241,"Test",182,0.18,0.02998523,0.18
0.54,0.001,0.1383752,"Train",182,0.168,0.02785265,0.172
0.54,0.001,0.2563241,"Test",182,0.18,0.02998523,0.18
0.53,0.001,0.1383752,"Train",182,0.168,0.02785265,0.172
0.53,0.001,0.2563241,"Test",182,0.18,0.02998523,0.18
0.52,0.001,0.1383752,"Train",182,0.168,0.02785265,0.172
0.52,0.001,0.2632888,"Test",182,0.18,0.02998523,0.18
0.51,0.001,0.1368499,"Train",182,0.168,0.02785265,0.172
0.51,0.001,0.2550775,"Test",182,0.18,0.02998523,0.18
0.5,0.001,0.1368499,"Train",182,0.168,0.02785265,0.172
0.5,0.001,0.2550775,"Test",182,0.18,0.02998523,0.18
0.49,0.001,0.1463912,"Train",182,0.168,0.02785265,0.172
0.49,0.001,0.2550775,"Test",182,0.18,0.02998523,0.18
0.48,0.001,0.1463912,"Train",182,0.168,0.02785265,0.172
0.48,0.001,0.2550775,"Test",182,0.18,0.02998523,0.18
0.47,0.001,0.1463912,"Train",182,0.168,0.02785265,0.172
0.47,0.001,0.2465032,"Test",182,0.18,0.02998523,0.18
0.46,0.001,0.1527182,"Train",182,0.168,0.02785265,0.172
0.46,0.001,0.2465032,"Test",182,0.18,0.02998523,0.18
0.45,0.001,0.1527182,"Train",182,0.168,0.02785265,0.172
0.45,0.001,0.2465032,"Test",182,0.18,0.02998523,0.18
0.44,0.001,0.1527182,"Train",182,0.168,0.02785265,0.172
0.44,0.001,0.2465032,"Test",182,0.18,0.02998523,0.18
0.43,0.001,0.166149,"Train",182,0.168,0.02785265,0.172
0.43,0.001,0.2465032,"Test",182,0.18,0.02998523,0.18
0.42,0.001,0.1677609,"Train",182,0.168,0.02785265,0.172
0.42,0.001,0.2465032,"Test",182,0.18,0.02998523,0.18
0.41,0.001,0.1662864,"Train",182,0.168,0.02785265,0.172
0.41,0.001,0.2465032,"Test",182,0.18,0.02998523,0.18
0.4,0.001,0.1650978,"Train",182,0.168,0.02785265,0.172
0.4,0.001,0.2465032,"Test",182,0.18,0.02998523,0.18
0.39,0.001,0.1629333,"Train",182,0.168,0.02785265,0.172
0.39,0.001,0.2465032,"Test",182,0.18,0.02998523,0.18
0.38,0.001,0.1629333,"Train",182,0.168,0.02785265,0.172
0.38,0.001,0.2465032,"Test",182,0.18,0.02998523,0.18
0.37,0.001,0.1629333,"Train",182,0.168,0.02785265,0.172
0.37,0.001,0.2465032,"Test",182,0.18,0.02998523,0.18
0.36,0.001,0.1629333,"Train",182,0.168,0.02785265,0.172
0.36,0.001,0.2465032,"Test",182,0.18,0.02998523,0.18
0.35,0.001,0.1629333,"Train",182,0.168,0.02785265,0.172
0.35,0.001,0.2465032,"Test",182,0.18,0.02998523,0.18
0.34,0.001,0.1595495,"Train",182,0.168,0.02785265,0.172
0.34,0.001,0.2465032,"Test",182,0.18,0.02998523,0.18
0.33,0.001,0.1577123,"Train",182,0.168,0.02785265,0.172
0.33,0.001,0.2465032,"Test",182,0.18,0.02998523,0.18
0.32,0.001,0.1577123,"Train",182,0.168,0.02785265,0.172
0.32,0.001,0.2492155,"Test",182,0.18,0.02998523,0.18
0.31,0.001,0.1577123,"Train",182,0.168,0.02785265,0.172
0.31,0.001,0.2492155,"Test",182,0.18,0.02998523,0.18
0.3,0.001,0.1564117,"Train",182,0.168,0.02785265,0.172
0.3,0.001,0.2492155,"Test",182,0.18,0.02998523,0.18
0.29,0.001,0.1564117,"Train",182,0.168,0.02785265,0.172
0.29,0.001,0.2492155,"Test",182,0.18,0.02998523,0.18
0.28,0.001,0.1639512,"Train",182,0.168,0.02785265,0.172
0.28,0.001,0.2492155,"Test",182,0.18,0.02998523,0.18
0.27,0.001,0.1639512,"Train",182,0.168,0.02785265,0.172
0.27,0.001,0.2492155,"Test",182,0.18,0.02998523,0.18
0.26,0.001,0.1639512,"Train",182,0.168,0.02785265,0.172
0.26,0.001,0.2492155,"Test",182,0.18,0.02998523,0.18
0.25,0.001,0.159938,"Train",182,0.168,0.02785265,0.172
0.25,0.001,0.2492155,"Test",182,0.18,0.02998523,0.18
0.24,0.001,0.1563846,"Train",182,0.168,0.02785265,0.172
0.24,0.001,0.2409436,"Test",182,0.18,0.02998523,0.18
0.23,0.001,0.1614467,"Train",182,0.168,0.02785265,0.172
0.23,0.001,0.22913,"Test",182,0.18,0.02998523,0.18
0.22,0.001,0.1602268,"Train",182,0.168,0.02785265,0.172
0.22,0.001,0.2424146,"Test",182,0.18,0.02998523,0.18
0.21,0.001,0.1602268,"Train",182,0.168,0.02785265,0.172
0.21,0.001,0.2369926,"Test",182,0.18,0.02998523,0.18
0.2,0.001,0.159226,"Train",182,0.168,0.02785265,0.172
0.2,0.001,0.2335182,"Test",182,0.18,0.02998523,0.18
0.19,0.001,0.1612859,"Train",182,0.168,0.02785265,0.172
0.19,0.001,0.2335182,"Test",182,0.18,0.02998523,0.18
0.18,0.001,0.1600274,"Train",182,0.168,0.02785265,0.172
0.18,0.001,0.2335182,"Test",182,0.18,0.02998523,0.18
0.17,0.001,0.1648153,"Train",182,0.168,0.02785265,0.172
0.17,0.001,0.2279521,"Test",182,0.18,0.02998523,0.18
0.16,0.001,0.1624273,"Train",182,0.168,0.02785265,0.172
0.16,0.001,0.2106078,"Test",182,0.18,0.02998523,0.18
0.15,0.001,0.1615462,"Train",182,0.168,0.02785265,0.172
0.15,0.001,0.2101466,"Test",182,0.18,0.02998523,0.18
0.14,0.001,0.1509043,"Train",182,0.168,0.02785265,0.172
0.14,0.001,0.1914134,"Test",182,0.18,0.02998523,0.18
0.13,0.001,0.1455644,"Train",182,0.168,0.02785265,0.172
0.13,0.001,0.1765063,"Test",182,0.18,0.02998523,0.18
0.12,0.001,0.1411208,"Train",182,0.168,0.02785265,0.172
0.12,0.001,0.1707909,"Test",182,0.18,0.02998523,0.18
0.11,0.001,0.1380576,"Train",182,0.168,0.02785265,0.172
0.11,0.001,0.1593652,"Test",182,0.18,0.02998523,0.18
0.1,0.001,0.1316365,"Train",182,0.168,0.02785265,0.172
0.1,0.001,0.1478642,"Test",182,0.18,0.02998523,0.18
0.09,0.001,0.1268951,"Train",182,0.168,0.02785265,0.172
0.09,0.001,0.1384276,"Test",182,0.18,0.02998523,0.18
0.08,0.001,0.1168104,"Train",182,0.168,0.02785265,0.172
0.08,0.001,0.1250892,"Test",182,0.18,0.02998523,0.18
0.07,0.001,0.1112842,"Train",182,0.168,0.02785265,0.172
0.07,0.001,0.1092825,"Test",182,0.18,0.02998523,0.18
0.06,0.001,0.09942261,"Train",182,0.168,0.02785265,0.172
0.06,0.001,0.095392,"Test",182,0.18,0.02998523,0.18
0.05,0.001,0.08465855,"Train",182,0.168,0.02785265,0.172
0.05,0.001,0.08710663,"Test",182,0.18,0.02998523,0.18
0.95,0.001,0,"Train",183,0.296,0.03504043,0.302
0.95,0.001,0,"Train",183,0.304,0.03504043,0.304
0.94,0.001,0,"Train",183,0.296,0.03504043,0.302
0.94,0.001,0,"Train",183,0.304,0.03504043,0.304
0.93,0.001,0,"Train",183,0.296,0.03504043,0.302
0.93,0.001,0,"Train",183,0.304,0.03504043,0.304
0.92,0.001,0,"Train",183,0.296,0.03504043,0.302
0.92,0.001,0,"Train",183,0.304,0.03504043,0.304
0.91,0.001,0,"Train",183,0.296,0.03504043,0.302
0.91,0.001,0,"Train",183,0.304,0.03504043,0.304
0.9,0.001,0,"Train",183,0.296,0.03504043,0.302
0.9,0.001,0,"Train",183,0.304,0.03504043,0.304
0.89,0.001,0.01589902,"Train",183,0.296,0.03504043,0.302
0.89,0.001,0.04010278,"Test",183,0.304,0.02998523,0.304
0.88,0.001,0.01589902,"Train",183,0.296,0.03504043,0.302
0.88,0.001,0.04010278,"Test",183,0.304,0.02998523,0.304
0.87,0.001,0.01589902,"Train",183,0.296,0.03504043,0.302
0.87,0.001,0.04010278,"Test",183,0.304,0.02998523,0.304
0.86,0.001,0.04128784,"Train",183,0.296,0.03504043,0.302
0.86,0.001,0.06822526,"Test",183,0.304,0.02998523,0.304
0.85,0.001,0.04128784,"Train",183,0.296,0.03504043,0.302
0.85,0.001,0.06822526,"Test",183,0.304,0.02998523,0.304
0.84,0.001,0.04564213,"Train",183,0.296,0.03504043,0.302
0.84,0.001,0.06822526,"Test",183,0.304,0.02998523,0.304
0.83,0.001,0.05567408,"Train",183,0.296,0.03504043,0.302
0.83,0.001,0.06822526,"Test",183,0.304,0.02998523,0.304
0.82,0.001,0.05567408,"Train",183,0.296,0.03504043,0.302
0.82,0.001,0.06822526,"Test",183,0.304,0.02998523,0.304
0.81,0.001,0.05567408,"Train",183,0.296,0.03504043,0.302
0.81,0.001,0.06822526,"Test",183,0.304,0.02998523,0.304
0.8,0.001,0.05567408,"Train",183,0.296,0.03504043,0.302
0.8,0.001,0.06822526,"Test",183,0.304,0.02998523,0.304
0.79,0.001,0.06882106,"Train",183,0.296,0.03504043,0.302
0.79,0.001,0.06822526,"Test",183,0.304,0.02998523,0.304
0.78,0.001,0.06882106,"Train",183,0.296,0.03504043,0.302
0.78,0.001,0.06822526,"Test",183,0.304,0.02998523,0.304
0.77,0.001,0.06882106,"Train",183,0.296,0.03504043,0.302
0.77,0.001,0.1291919,"Test",183,0.304,0.02998523,0.304
0.76,0.001,0.06882106,"Train",183,0.296,0.03504043,0.302
0.76,0.001,0.1291919,"Test",183,0.304,0.02998523,0.304
0.75,0.001,0.06882106,"Train",183,0.296,0.03504043,0.302
0.75,0.001,0.1291919,"Test",183,0.304,0.02998523,0.304
0.74,0.001,0.06882106,"Train",183,0.296,0.03504043,0.302
0.74,0.001,0.1373356,"Test",183,0.304,0.02998523,0.304
0.73,0.001,0.06882106,"Train",183,0.296,0.03504043,0.302
0.73,0.001,0.1373356,"Test",183,0.304,0.02998523,0.304
0.72,0.001,0.08360083,"Train",183,0.296,0.03504043,0.302
0.72,0.001,0.1373356,"Test",183,0.304,0.02998523,0.304
0.71,0.001,0.08224729,"Train",183,0.296,0.03504043,0.302
0.71,0.001,0.1373356,"Test",183,0.304,0.02998523,0.304
0.7,0.001,0.08749133,"Train",183,0.296,0.03504043,0.302
0.7,0.001,0.1499804,"Test",183,0.304,0.02998523,0.304
0.69,0.001,0.08749133,"Train",183,0.296,0.03504043,0.302
0.69,0.001,0.1516654,"Test",183,0.304,0.02998523,0.304
0.68,0.001,0.08612802,"Train",183,0.296,0.03504043,0.302
0.68,0.001,0.1516654,"Test",183,0.304,0.02998523,0.304
0.67,0.001,0.08330718,"Train",183,0.296,0.03504043,0.302
0.67,0.001,0.1516654,"Test",183,0.304,0.02998523,0.304
0.66,0.001,0.08420653,"Train",183,0.296,0.03504043,0.302
0.66,0.001,0.1516654,"Test",183,0.304,0.02998523,0.304
0.65,0.001,0.08315831,"Train",183,0.296,0.03504043,0.302
0.65,0.001,0.1516654,"Test",183,0.304,0.02998523,0.304
0.64,0.001,0.08943526,"Train",183,0.296,0.03504043,0.302
0.64,0.001,0.1903345,"Test",183,0.304,0.02998523,0.304
0.63,0.001,0.1052329,"Train",183,0.296,0.03504043,0.302
0.63,0.001,0.1831843,"Test",183,0.304,0.02998523,0.304
0.62,0.001,0.1107476,"Train",183,0.296,0.03504043,0.302
0.62,0.001,0.1779446,"Test",183,0.304,0.02998523,0.304
0.61,0.001,0.1107476,"Train",183,0.296,0.03504043,0.302
0.61,0.001,0.2271401,"Test",183,0.304,0.02998523,0.304
0.6,0.001,0.1102702,"Train",183,0.296,0.03504043,0.302
0.6,0.001,0.2510247,"Test",183,0.304,0.02998523,0.304
0.59,0.001,0.1172097,"Train",183,0.296,0.03504043,0.302
0.59,0.001,0.2510247,"Test",183,0.304,0.02998523,0.304
0.58,0.001,0.1172097,"Train",183,0.296,0.03504043,0.302
0.58,0.001,0.2510247,"Test",183,0.304,0.02998523,0.304
0.57,0.001,0.1205392,"Train",183,0.296,0.03504043,0.302
0.57,0.001,0.2510247,"Test",183,0.304,0.02998523,0.304
0.56,0.001,0.1451425,"Train",183,0.296,0.03504043,0.302
0.56,0.001,0.2510247,"Test",183,0.304,0.02998523,0.304
0.55,0.001,0.1451425,"Train",183,0.296,0.03504043,0.302
0.55,0.001,0.2510247,"Test",183,0.304,0.02998523,0.304
0.54,0.001,0.1451425,"Train",183,0.296,0.03504043,0.302
0.54,0.001,0.2510247,"Test",183,0.304,0.02998523,0.304
0.53,0.001,0.1577834,"Train",183,0.296,0.03504043,0.302
0.53,0.001,0.2510247,"Test",183,0.304,0.02998523,0.304
0.52,0.001,0.1577834,"Train",183,0.296,0.03504043,0.302
0.52,0.001,0.2510247,"Test",183,0.304,0.02998523,0.304
0.51,0.001,0.1600034,"Train",183,0.296,0.03504043,0.302
0.51,0.001,0.2510247,"Test",183,0.304,0.02998523,0.304
0.5,0.001,0.1600034,"Train",183,0.296,0.03504043,0.302
0.5,0.001,0.2510247,"Test",183,0.304,0.02998523,0.304
0.49,0.001,0.1600034,"Train",183,0.296,0.03504043,0.302
0.49,0.001,0.2510247,"Test",183,0.304,0.02998523,0.304
0.48,0.001,0.1600034,"Train",183,0.296,0.03504043,0.302
0.48,0.001,0.2510247,"Test",183,0.304,0.02998523,0.304
0.47,0.001,0.1642578,"Train",183,0.296,0.03504043,0.302
0.47,0.001,0.2510247,"Test",183,0.304,0.02998523,0.304
0.46,0.001,0.16252,"Train",183,0.296,0.03504043,0.302
0.46,0.001,0.2510247,"Test",183,0.304,0.02998523,0.304
0.45,0.001,0.1612428,"Train",183,0.296,0.03504043,0.302
0.45,0.001,0.2424813,"Test",183,0.304,0.02998523,0.304
0.44,0.001,0.1583593,"Train",183,0.296,0.03504043,0.302
0.44,0.001,0.2424813,"Test",183,0.304,0.02998523,0.304
0.43,0.001,0.1587735,"Train",183,0.296,0.03504043,0.302
0.43,0.001,0.2298377,"Test",183,0.304,0.02998523,0.304
0.42,0.001,0.1587735,"Train",183,0.296,0.03504043,0.302
