"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-03-26","5.37"," 1521"," 1520","0.00","0.0","0.0",,"69","39","  230","  230","0.0","15.0","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-03-27","9.40"," 1720"," 1744","0.00","0.0","0.0",,"73","46","  190","  200","0.0","19.9","23.0",,,,,,,,"    1",,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-03-28","7.16"," 1210"," 1210","0.00","0.0","0.0",,"71","55","  230","  240","0.0","17.0","21.9","    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-03-29","9.62"," 1323"," 1321","1.22","0.0","0.0",,"76","50","   40","   40","0.0","25.9","31.1","    1",,"    1",,"    1",,,"    1",,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-03-30","14.99"," 0833"," 0832","0.07","0.0","0.0",,"50","43","   90","   80","0.0","21.9","25.9","    1",,,,"    1",,,"    1",,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-03-31","10.07"," 0111"," 0111","0.00","0.0","0.0",,"56","43","   80","   80","0.0","21.0","23.9","    1",,,,,,,"    1",,,,"    1","    1",,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-01","7.38"," 1301"," 1210","0.05","0.0","0.0",,"75","55","  230","  200","0.0","17.0","21.9","    1",,,,"    1",,,"    1",,,,"    1","    1",,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-02","7.16"," 0523"," 0224","0.00","0.0","0.0",,"77","56","  330","  340","0.0","13.0","21.0","    1",,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-03","13.65"," 0906"," 0901","0.00","0.0","0.0",,"65","46","  100","  100","0.0","21.0","28.0","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-04","6.49"," 1837"," 1807","0.97","0.0","0.0",,"71","46","  340","  280","0.0","15.0","21.9","    1","    1","    1",,"    1",,,,"    1",,,,"    1",,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-05","5.82"," 1236"," 1235","0.72","0.0","0.0",,"62","56","  110","  110","0.0","17.9","23.9","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-06","4.47"," 1950"," 1949","0.00","0.0","0.0",,"66","53","   80","   80","0.0","13.0","16.1","    1","    1",,,,,"    1","    1","    1",,,"    1",,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-07","9.40"," 0900"," 0711","0.00","0.0","0.0",,"63","54","   80","   40","0.0","17.0","23.0","    1",,,,,,"    1","    1",,,,"    1","    1",,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-08","8.05"," 0804"," 0804","0.00","0.0","0.0",,"70","55","  110","  110","0.0","15.0","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-09","5.82"," 1042"," 0702","0.00","0.0","0.0",,"74","49","  150","   30","0.0","12.1","16.1","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-10","8.50"," 1150"," 1150","0.00","0.0","0.0",,"76","56","  160","  160","0.0","17.9","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-11","11.41"," 1332"," 2028","0.42","0.0","0.0",,"82","63","  200","  330","0.0","25.1","32.0","    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-12","8.72"," 1905"," 1802","0.07","0.0","0.0",,"65","54","  220","  240","0.0","16.1","25.1","    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-13","13.20"," 1526"," 1526","0.00","0.0","0.0",,"60","42","  300","  310","0.0","25.9","33.1",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-14","12.30"," 1645"," 1908","0.00","0.0","0.0",,"50","36","  340","  360","0.0","25.1","31.1",,,,,"    1",,,,,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-15","7.38"," 0104"," 1259","0.00","0.0","0.0",,"63","36","  330","   30","0.0","16.1","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-16","2.68"," 1610"," 1609","0.00","0.0","0.0",,"70","40","  190","  190","0.0","12.1","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-17","2.91"," 1558"," 1639","0.00","0.0","0.0",,"75","48","  230","  210","0.0","12.1","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-18","7.61"," 1606"," 1831","0.00","0.0","0.0",,"76","51","  180","  190","0.0","19.9","23.9",,,,,,,,"    1",,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-19","9.17"," 1201"," 1315","0.19","0.0","0.0",,"72","57","  220","  230","0.0","19.9","29.1","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-20","9.40"," 1327"," 1326","0.00","0.0","0.0",,"73","50","  320","  310","0.0","21.9","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-21","6.49"," 1213"," 1342","0.00","0.0","0.0",,"75","50","  310","  350","0.0","17.0","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-22","4.70"," 0905"," 1411","0.00","0.0","0.0",,"78","54","   80","   30","0.0","14.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-23","8.72"," 1655"," 0738","0.00","0.0","0.0",,"79","57","   80","   80","0.0","16.1","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-24","6.71"," 1734"," 1126","0.00","0.0","0.0",,"79","57","  170","  130","0.0","13.0","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-25","7.83"," 1206"," 1427","0.00","0.0","0.0",,"80","63","  180","  160","0.0","17.0","21.9",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-26","6.71"," 1717"," 1716","0.17","0.0","0.0",,"80","62","  320","  320","0.0","19.9","25.1","    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-27","5.14"," 1012"," 1712","0.52","0.0","0.0",,"68","62","  210","  190","0.0","13.0","14.1","    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-28","10.29"," 1709"," 1708","0.11","0.0","0.0",,"68","52","  310","  300","0.0","23.9","33.1","    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-29","11.18"," 0953"," 1158","0.00","0.0","0.0",,"63","43","  340","  340","0.0","21.0","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-04-30","4.47"," 1824"," 1823","0.00","0.0","0.0",,"74","43","  230","  230","0.0","10.1","13.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-01","8.95"," 1209"," 1554","0.00","0.0","0.0",,"79","54","  200","  210","0.0","21.9","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-02","11.63"," 1523"," 1643","0.00","0.0","0.0",,"81","59","  200","  180","0.0","21.9","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-03","8.72"," 1350"," 1346","0.02","0.0","0.0",,"70","59","  140","  150","0.0","21.0","31.1","    1",,"    1",,"    1",,,,,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-04","6.93"," 1836"," 1212","0.00","0.0","0.0",,"78","59","  320","  240","0.0","15.0","21.0","    1",,,,"    1",,,"    1",,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-05","10.07"," 1818"," 1731","0.00","0.0","0.0",,"78","53","  340","  300","0.0","17.9","23.9",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-06","4.25"," 1010"," 0933","0.00","0.0","0.0",,"81","53","   60","   70","0.0","13.0","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-07","8.28"," 1220"," 1157","0.00","0.0","0.0",,"82","60","  200","  170","0.0","19.9","23.9",,,,,,,,"    1",,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-08","11.41"," 1254"," 1345","0.16","0.0","0.0",,"83","64","  180","  200","0.0","28.0","34.9","    1",,,,"    1",,,"    1",,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-09","8.05"," 1355"," 1541","0.00","0.0","0.0",,"80","63","  290","  250","0.0","17.0","21.9","    1",,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-10","6.04"," 0421"," 0420","0.00","0.0","0.0",,"80","67","  260","  260","0.0","13.0","17.9","    1",,,,,,"    1","    1",,,,"    1",,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-11","15.88"," 1558"," 1601","1.48","0.0","0.0",,"76","58","  290","  280","0.0","34.9","45.0","    1",,"    1",,"    1",,,,,,"    1",,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-12","14.99"," 0839"," 2356","0.00","0.0","0.0",,"72","52","  320","  310","0.0","25.9","33.1",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-13","4.92"," 0840"," 0840","0.00","0.0","0.0",,"75","50","   90","   90","0.0","13.0","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-14","6.71"," 1420"," 1258","0.00","0.0","0.0",,"72","58","  170","  170","0.0","14.1","17.9",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-15","7.38"," 1529"," 1822","0.85","0.0","0.0",,"70","63","  160","  120","0.0","16.1","23.0","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-16","12.08"," 1930"," 1930","0.00","0.0","0.0",,"77","53","  330","  330","0.0","23.0","28.0","    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-17","8.28"," 1431"," 0005","0.00","0.0","0.0",,"73","49","  300","  340","0.0","15.0","21.0","    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-18","10.29"," 1347"," 1330","0.04","0.0","0.0",,"77","58","  270","  270","0.0","21.9","31.1","    1",,"    1",,"    1",,,,,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-19","7.38"," 1237"," 1330","0.06","0.0","0.0",,"81","59","  290","  290","0.0","17.0","21.9","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-20","13.42"," 1908"," 1033","0.12","0.0","0.0",,"84","65","  350","  250","0.0","25.1","36.0","    1",,"    1",,"    1",,,,,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-21","10.29"," 1654"," 1220","0.00","0.0","0.0",,"77","57","  300","  270","0.0","19.9","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-22","5.59"," 2004"," 2003","0.00","0.0","0.0",,"82","57","  200","  200","0.0","14.1","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-23","3.13"," 1445"," 1444","0.01","0.0","0.0",,"84","67","  280","  280","0.0","15.0","17.9",,,"    1",,"    1",,,,,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-24","9.40"," 1708"," 1708","0.00","0.0","0.0",,"86","63","  340","  350","0.0","19.9","25.9","    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-25","6.04"," 0949"," 1526","0.00","0.0","0.0",,"82","63","  170","  210","0.0","13.0","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-26","6.49"," 0232"," 0231","0.00","0.0","0.0",,"82","62","  180","  170","0.0","14.1","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-27","5.37"," 1627"," 1628","0.00","0.0","0.0",,"85","66","  330","  330","0.0","17.0","19.9",,,,,"    1",,,,,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-28","6.04"," 2328"," 1038","0.06","0.0","0.0",,"82","69","   90","  330","0.0","16.1","21.0","    1",,,,"    1",,,"    1",,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-29","8.50"," 0044"," 0127","0.00","0.0","0.0",,"78","58","   80","  100","0.0","19.9","23.0","    1",,,,"    1",,"    1","    1",,,,"    1","    1",,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-30","4.70"," 2159"," 1536","0.00","0.0","0.0",,"83","64","  180","  180","0.0","10.1","15.0","    1",,,,,,"    1","    1",,,,"    1",,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-05-31","7.61"," 1257"," 1548","0.00","0.0","0.0",,"88","70","  230","  290","0.0","19.9","25.1","    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-01","5.82"," 1026"," 1032","0.00","0.0","0.0",,"86","69","   10","   10","0.0","14.1","19.9",,,,,,,"    1","    1",,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-02","5.82"," 1706"," 0813","0.00","0.0","0.0",,"88","69","  310","  320","0.0","14.1","17.0",,,"    1",,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-03","6.04"," 1611"," 1450","0.00","0.0","0.0",,"90","68","  230","  260","0.0","15.0","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-04","8.50"," 1514"," 1436","0.00","0.0","0.0",,"90","73","  220","  240","0.0","17.9","29.1",,,,,,,,"    1",,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-05","6.93"," 1216"," 1215","0.00","0.0","0.0",,"91","72","  210","  200","0.0","17.0","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-06","5.82"," 1447"," 1427","0.00","0.0","0.0",,"93","74","  230","  230","0.0","13.0","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-07","4.92"," 1253"," 1252","0.00","0.0","0.0",,"93","74","  230","  220","0.0","14.1","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-08","3.13"," 1528"," 1305","0.00","0.0","0.0",,"95","75","  200","  150","0.0","13.0","16.1",,,,,,,,"    1",,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-09","5.59"," 2024"," 2024","0.01","0.0","0.0",,"98","71","  210","  210","0.0","23.9","32.0","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-10","6.04"," 1639"," 1555","0.00","0.0","0.0",,"91","69","  280","  250","0.0","13.0","17.9",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-11","5.37"," 2239"," 2237","0.00","0.0","0.0",,"92","71","   80","   90","0.0","23.0","28.0","    1",,"    1",,"    1",,,"    1",,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-12","8.72"," 2055"," 2052","0.03","0.0","0.0",,"89","68","  150","  150","0.0","19.9","25.9","    1",,,,,,"    1","    1",,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-13","7.83"," 1434"," 1433","0.00","0.0","0.0",,"90","70","  160","  170","0.0","17.9","23.0","    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-14","5.59"," 1641"," 1634","0.08","0.0","0.0",,"89","72","   50","   20","0.0","23.0","25.9","    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-15","5.82"," 1444"," 1541","0.00","0.0","0.0",,"91","71","  310","  290","0.0","14.1","17.0","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-16","6.71"," 1745"," 1314","0.00","0.0","0.0",,"93","69","  310","  290","0.0","15.0","23.9","    1",,,,,,"    1","    1",,,,"    1",,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-17","10.07"," 1606"," 1543","0.00","0.0","0.0",,"91","69","  350","  360","0.0","19.9","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-18","8.50"," 1759"," 1816","0.00","0.0","0.0",,"87","61","  340","  350","0.0","17.9","23.9",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-19","7.16"," 1608"," 1632","0.00","0.0","0.0",,"87","61","  340","  330","0.0","16.1","23.9",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-20","4.47"," 1409"," 1409","0.00","0.0","0.0",,"88","63","  300","  290","0.0","13.0","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-21","3.58"," 1713"," 0755","0.10","0.0","0.0",,"86","66","  200","  170","0.0","10.1","21.0","    1",,"    1",,"    1",,,"    1",,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-22","6.26"," 1408"," 1408","0.00","0.0","0.0",,"88","71","  280","  280","0.0","25.9","34.9","    1",,"    1",,"    1",,"    1","    1",,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-23","8.50"," 1947"," 1947","0.01","0.0","0.0",,"90","67","  330","  330","0.0","23.0","28.0",,,,,"    1",,,,,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-24","4.92"," 1622"," 1209","0.00","0.0","0.0",,"92","65","  280","  320","0.0","13.0","21.0",,,,,,,,"    1",,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-25","6.04"," 2008"," 1327","0.00","0.0","0.0",,"95","70","  180","  340","0.0","16.1","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-26","5.59"," 1629"," 1554","0.00","0.0","0.0",,"92","73","  280","  200","0.0","16.1","21.9",,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-27","9.17"," 2222"," 1101","0.00","0.0","0.0",,"91","72","  240","  280","0.0","17.0","23.9",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-28","8.50"," 1447"," 1447","0.03","0.0","0.0",,"90","72","  260","  260","0.0","19.9","25.9","    1",,"    1",,"    1",,,"    1",,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-29","9.62"," 1850"," 1849","0.32","0.0","0.0",,"86","67","  190","  190","0.0","30.0","38.0","    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-06-30","11.41"," 1153"," 1153","0.00","0.0","0.0",,"86","69","  300","  300","0.0","21.9","29.1","    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-07-01","6.49"," 1505"," 1230","0.00","0.0","0.0",,"85","62","  350","   20","0.0","15.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-07-02","3.58"," 1604"," 1404","0.00","0.0","0.0",,"87","63","  200","  210","0.0","16.1","21.0",,,,,,,,"    1",,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-07-03","5.59"," 1642"," 1854","0.00","0.0","0.0",,"91","69","  200","  140","0.0","15.0","21.0",,,,,,,,"    1",,,,,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-07-04","6.71"," 1338"," 1337","0.01","0.0","0.0",,"90","71","  200","  210","0.0","23.0","25.9","    1",,"    1",,"    1",,,"    1",,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-07-05","6.71"," 1153"," 1151","0.53","0.0","0.0",,"88","69","  340","  340","0.0","25.1","34.9","    1",,"    1",,"    1",,"    1","    1",,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-07-06","5.82"," 1254"," 1253","0.37","0.0","0.0",,"82","67","   20","   20","0.0","21.9","25.9","    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-07-07","5.59"," 1733"," 1418","0.00","0.0","0.0",,"88","69","  190","  120","0.0","13.0","17.9","    1",,"    1",,"    1",,,"    1",,,,,,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-07-08","5.82"," 1529"," 1521","0.69","0.0","0.0",,"90","72","   40","   70","0.0","17.9","23.9","    1",,"    1",,"    1",,,"    1",,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-07-09","7.83"," 1856"," 1840","0.00","0.0","0.0",,"89","73","   50","   40","0.0","21.0","28.0","    1",,"    1",,,,"    1","    1",,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-07-10","6.93"," 1227"," 1220","1.12","0.0","0.0",,"87","71","  210","  210","0.0","23.9","31.1","    1",,"    1",,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-07-11","6.71"," 1517"," 1516","0.00","0.0","0.0",,"89","72","  360","   10","0.0","23.9","30.0","    1",,,,"    1",,,"    1",,,,"    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD INTERNATIONAL AIRPORT, GA US","2008-07-12","4.47"," 1740"," 0852","0.00","0.0","0.0",,"93","70","  270","  150","0.0","14.1","21.9","    1",,,,,,,"    1",,,,"    1",,,,,,,"    1",,
