"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00014739","BOSTON, MA US","2009-06-07","8.05"," 1413"," 1334","0.00","0.0",,,"83","60","  280","  260","0.0","19.9","23.0","    1",,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-08","8.28"," 1539"," 1513","0.00","0.0",,,"67","61","  110","  120","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-06-09","9.62"," 1112"," 1123","0.10","0.0",,,"62","53","   90","   90","0.0","21.0","23.0","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-10","6.71"," 2109"," 2109","0.00","0.0",,,"60","54","   70","   70","0.0","12.1","14.1","    1",,,,"    1",,"    1","    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-11","7.38"," 0904"," 1852","0.20","0.0",,,"58","55","   90","   70","0.0","12.1","15.0","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-12","4.92"," 1255"," 1256","0.56","0.0",,,"74","54","  300","  280","0.0","14.1","17.0","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-13","8.28"," 1607"," 1612","0.00","0.0",,,"69","61","  110","  110","0.0","17.0","19.9",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-14","7.38"," 1725"," 1725","0.20","0.0",,,"63","57","  110","  110","0.0","15.0","17.0","    1",,,,"    1",,,,,,,"    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-15","7.61"," 1450"," 1457","0.00","0.0",,,"62","56","   90","   90","0.0","14.1","16.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-06-16","7.16"," 1440"," 1439","0.00","0.0",,,"62","54","  100","  100","0.0","13.0","16.1","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-17","8.50"," 1711"," 1711","0.00","0.0",,,"75","53","  200","  190","0.0","17.9","21.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-06-18","8.50"," 1117"," 1315","0.43","0.0",,,"68","56","  160","  180","0.0","16.1","19.9","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-19","5.82"," 0142"," 0852","0.50","0.0",,,"72","62","  160","  130","0.0","14.1","19.9","    1",,,,"    1",,,,"    1",,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-20","9.17"," 1657"," 1646","0.00","0.0",,,"75","61","  110","  110","0.0","17.9","23.9","    1","    1",,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2009-06-21","17.45"," 2335"," 1526","0.04","0.0",,,"64","60","   30","   30","0.0","29.1","38.9","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-22","18.79"," 1325"," 1324","0.39","0.0",,,"64","61","   20","   10","0.0","32.0","40.0","    1",,,,"    1",,,"    1",,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-23","12.75"," 0157"," 0124","0.02","0.0",,,"67","58","   20","   10","0.0","23.0","31.1","    1",,,,"    1",,,"    1",,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-24","9.62"," 0939"," 0933","0.14","0.0",,,"64","56","   60","   40","0.0","17.0","21.9","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-25","4.92"," 2259"," 2311","0.05","0.0",,,"74","60","  230","  220","0.0","12.1","14.1","    1",,,,,,,"    1",,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-26","9.84"," 9999",,"0.03","0.0",,,"84","66","  260","  260","0.0","23.9","30.0",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-27","8.72"," 0032"," 0027","0.00","0.0",,,"77","59","  270","  280","0.0","17.0","21.0","    1","    1",,,,,,"    1","    1",,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-28","9.62"," 1239"," 1239","0.03","0.0",,,"68","59","   20","   30","0.0","19.9","23.9","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-29","6.04"," 2214"," 2213","0.45","0.0",,,"75","61","   20","   20","0.0","14.1","16.1","    1",,,,"    1",,"    1","    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-06-30","7.83"," 2243"," 2233","0.07","0.0",,,"65","59","   70","   90","0.0","13.0","15.0","    1","    1",,,"    1",,,,"    1",,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-07-01","8.28"," 1652"," 1651","0.61","0.0",,,"63","58","   70","   60","0.0","16.1","19.9","    1","    1","    1",,"    1",,,,"    1",,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-07-02","8.72"," 1453"," 1334","0.85","0.0",,,"65","58","   60","   60","0.0","15.0","19.9","    1","    1","    1",,"    1",,,,"    1",,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-07-03","7.38"," 1333"," 2054","0.00","0.0",,,"75","59","  120","  220","0.0","16.1","19.9","    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2009-07-04","14.76"," 1550"," 1744","0.00","0.0",,,"80","65","  280","  290","0.0","25.1","33.1",,,,,,,,"    1",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-07-05","11.86"," 0946"," 1041","0.00","0.0",,,"81","61","  280","  270","0.0","23.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-07-06","7.16"," 1549"," 1549","0.00","0.0",,,"75","61","  110","  110","0.0","17.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-07-07","8.05"," 1300"," 1259","0.69","0.0",,,"66","61","  130","  130","0.0","21.0","23.9","    1",,"    1",,"    1",,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-07-08","10.51"," 1700"," 1549","0.02","0.0",,,"66","59","   70","   60","0.0","17.0","21.9","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-07-09","8.28"," 1203"," 1203","0.00","0.0",,,"65","58","  100","  100","0.0","14.1","17.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-07-10","5.59"," 2338"," 2336","0.00","0.0",,,"73","58","  240","  240","0.0","12.1","14.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-07-11","12.53"," 1636"," 1627","0.36","0.0",,,"79","59","  190","  200","0.0","21.9","29.1","    1",,,,"    1",,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-07-12","12.08"," 0134"," 1440","0.28","0.0",,,"82","63","  200","  290","0.0","19.9","29.1","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-07-13","11.86"," 1459"," 1611","0.00","0.0",,,"78","62","  240","  240","0.0","23.0","30.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-07-14","9.62"," 1959"," 1525","0.00","0.0",,,"76","60","  290","  280","0.0","17.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-07-15","10.51"," 1200"," 1159","0.00","0.0",,,"82","62","  280","  270","0.0","19.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-07-16","10.29"," 1105"," 1103","0.00","0.0",,,"81","65","  230","  230","0.0","23.0","29.1","    1",,,,,,"    1","    1",,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-07-17","6.04"," 2159"," 2157","0.00","0.0",,,"85","68","  150","  140","0.0","15.0","17.9","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-07-18","7.38"," 1908"," 1905","0.24","0.0",,,"85","67","  240","  250","0.0","16.1","23.9","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-07-19","10.07"," 1211"," 1112","0.00","0.0",,,"83","69","  230","  280","0.0","19.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-07-20","5.82"," 1327"," 0742","0.00","0.0",,,"76","64","  110","  100","0.0","13.0","17.0",,,,,,,,"    1",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-07-21","8.05"," 1315"," 1306","0.52","0.0",,,"67","63","   50","   60","0.0","19.9","23.0","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-07-22","4.92"," 1600"," 1527","0.00","0.0",,,"78","63","  220","  280","0.0","12.1","16.1","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-07-23","10.29"," 2348"," 2353","0.43","0.0",,,"72","62","   60","   60","0.0","19.9","25.9","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-07-24","15.66"," 0747"," 0746","1.93","0.0",,,"73","62","   20","   10","0.0","32.0","42.9","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-07-25","9.40"," 1706"," 1705","0.00","0.0",,,"85","63","  220","  230","0.0","16.1","21.9","    1",,,,,,"    1","    1",,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2009-07-26","11.41"," 1246"," 1334","0.02","0.0",,,"86","70","  230","  190","0.0","21.9","25.9","    1",,,,"    1",,"    1","    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-07-27","11.41"," 1721"," 1629","0.00","0.0",,,"87","72","  210","  220","0.0","21.0","25.9","    1",,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-07-28","8.95"," 1706"," 1705","0.00","0.0",,,"86","70","  220","  220","0.0","17.0","21.0","    1",,,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2009-07-29","10.51"," 1541"," 1541","0.00","0.0",,,"83","71","  200","  190","0.0","21.0","23.0","    1",,,,,,"    1","    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-07-30","8.95"," 0927"," 2141","0.51","0.0",,,"86","73","  290","  290","0.0","17.9","23.9","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-07-31","7.83"," 1617"," 1617","0.44","0.0",,,"81","67","  320","  320","0.0","28.0","36.9","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-08-01","8.05"," 1505"," 1602","0.00","0.0",,,"79","68","  120","  120","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-02","7.83"," 1511"," 1510","0.00","0.0",,,"78","66","  200","  200","0.0","13.0","16.1","    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-08-03","6.93"," 1542"," 1401","0.00","0.0",,,"82","68","  120","  120","0.0","15.0","17.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-04","7.61"," 2104"," 2102","0.00","0.0",,,"83","68","  210","  230","0.0","15.0","21.0",,,,,,,"    1","    1",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-05","12.08"," 1355"," 1358","0.00","0.0",,,"89","72","  230","  250","0.0","21.9","25.9","    1",,,,,,"    1","    1",,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-06","8.05"," 2134"," 2133","0.00","0.0",,,"77","66","  250","  250","0.0","14.1","17.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-07","11.41"," 1513"," 1513","0.00","0.0",,,"82","65","  330","  330","0.0","21.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-08","8.50"," 1259"," 0943","0.00","0.0",,,"74","62","  100","   20","0.0","14.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-09","8.95"," 1524"," 1332","0.00","0.0",,,"76","59","  220","  190","0.0","17.9","21.9",,,,,"    1",,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-08-10","9.17"," 1726"," 1740","0.01","0.0",,,"89","69","  280","  280","0.0","17.0","23.9","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-08-11","7.61"," 1459"," 1458","0.05","0.0",,,"85","66","  110","  110","0.0","16.1","19.9","    1","    1",,,"    1",,,,"    1",,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-08-12","6.93"," 1551"," 1556","0.00","0.0",,,"70","66","  120","   90","0.0","13.0","15.0","    1",,,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-13","9.40"," 1312"," 1316","0.09","0.0",,,"70","63","   60","   60","0.0","16.1","17.9","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-08-14","6.71"," 1658"," 1524","0.00","0.0",,,"80","60","  110","  130","0.0","13.0","17.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-15","6.93"," 2230"," 2211","0.00","0.0",,,"87","66","  230","  240","0.0","14.1","17.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-16","7.83"," 1319"," 1316","0.00","0.0",,,"87","71","  120","  120","0.0","16.1","17.9","    1",,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-17","8.95"," 1505"," 1542","0.00","0.0",,,"94","72","  310","  290","0.0","16.1","23.0","    1",,,,,,"    1","    1",,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-18","10.74"," 1713"," 1648","0.00","0.0",,,"95","72","  230","  260","0.0","23.9","31.1","    1",,,,,,"    1","    1",,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-19","8.50"," 1505"," 0737","0.00","0.0",,,"91","74","  260","  320","0.0","15.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-20","6.71"," 1305"," 0723","0.28","0.0",,,"80","71","   80","   50","0.0","13.0","15.0","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-08-21","11.41"," 1429"," 1412","0.00","0.0",,,"90","72","  220","  220","0.0","25.9","34.9","    1",,,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-22","10.07"," 2346"," 1727","0.17","0.0",,,"87","72","   20","  110","0.0","17.0","21.9","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-08-23","9.17"," 0029"," 2359","0.13","0.0",,,"87","73","   20","   10","0.0","16.1","21.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-08-24","5.82"," 1441"," 1441","0.77","0.0",,,"78","68","   30","   30","0.0","17.9","21.0","    1","    1",,,"    1",,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-08-25","8.28"," 1722"," 1722","0.00","0.0",,,"77","68","  110","  110","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-26","13.20"," 1026"," 1449","0.00","0.0",,,"86","69","  230","  280","0.0","23.0","31.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-27","7.61"," 0006"," 0014","0.00","0.0",,,"74","61","  320","  320","0.0","21.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-28","9.84"," 2357"," 2356","0.09","0.0",,,"70","59","  130","  130","0.0","21.9","25.1","    1",,,,"    1",,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-08-29","12.75"," 1658"," 1658","1.65","0.0",,,"66","56","   20","   20","0.0","25.9","34.9","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-08-30","7.38"," 2234"," 2207","0.00","0.0",,,"72","56","  260","  270","0.0","14.1","21.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-08-31","9.62"," 0834"," 0833","0.00","0.0",,,"71","60","  330","  320","0.0","17.0","23.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-01","7.38"," 2358"," 1638","0.00","0.0",,,"69","55","  350","  110","0.0","14.1","17.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-02","6.93"," 1406"," 1358","0.00","0.0",,,"73","57","  120","  120","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-03","7.61"," 1538"," 1923","0.00","0.0",,,"75","58","  120","  180","0.0","15.0","17.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-04","3.80"," 1153"," 1210","0.00","0.0",,,"74","59","  100","  100","0.0","13.0","15.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-05","7.61"," 2337"," 0943","0.00","0.0",,,"76","64","  360","   20","0.0","13.0","17.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-06","9.84"," 0900"," 0859","0.00","0.0",,,"65","57","   50","   50","0.0","17.9","23.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-07","6.49"," 1438"," 1437","0.00","0.0",,,"67","54","  110","  110","0.0","13.0","17.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-08","3.58"," 1336"," 1346","0.00","0.0",,,"73","60","  120","  110","0.0","10.1","13.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-09","13.87"," 0507"," 0506","0.00","0.0",,,"70","57","   40","   40","0.0","23.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-10","12.97"," 1026"," 0936","0.00","0.0",,,"66","55","   90","   60","0.0","19.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-11","15.43"," 1314"," 1229","0.20","0.0",,,"64","56","   50","   50","0.0","21.9","28.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-09-12","12.97"," 1124"," 1129","2.11","0.0",,,"65","61","   30","   30","0.0","21.0","25.1","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-09-13","8.28"," 1733"," 1732","0.00","0.0",,,"80","61","  320","  330","0.0","17.0","21.9","    1",,,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-14","9.17"," 0800"," 1503","0.00","0.0",,,"76","60","  300","  260","0.0","17.0","23.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-15","8.05"," 1227"," 1031","0.00","0.0",,,"77","61","  320","  340","0.0","17.9","23.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-16","15.21"," 0937"," 0923","0.00","0.0",,,"63","57","   40","   50","0.0","23.0","31.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-17","10.07"," 0223"," 0138","0.00","0.0",,,"61","53","   50","   40","0.0","17.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-18","14.09"," 2038"," 2037","0.00","0.0",,,"74","51","  320","  320","0.0","23.9","32.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-19","11.86"," 0924"," 0924","0.00","0.0",,,"67","50","  320","  310","0.0","23.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-20","7.38"," 1715"," 1512","0.00","0.0",,,"73","49","  240","  260","0.0","15.0","23.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-21","6.26"," 1421"," 1428","0.00","0.0",,,"70","51","   90","  110","0.0","12.1","15.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-22","10.74"," 1225"," 1337","0.00","0.0",,,"76","56","  240","  250","0.0","19.9","23.0","    1",,,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-23","15.88"," 1440"," 2044","0.00","0.0",,,"81","65","  230","  230","0.0","25.9","32.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-24","8.72"," 0248"," 2355","0.00","0.0",,,"80","60","  240","  220","0.0","17.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-25","12.97"," 1458"," 0914","0.00","0.0",,,"66","51","   70","   10","0.0","23.0","31.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-26","9.84"," 1857"," 1832","0.00","0.0",,,"60","46","  200","  200","0.0","17.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-09-27","11.41"," 1536"," 1714","0.27","0.0",,,"67","53","  130","  130","0.0","21.9","25.9","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-09-28","13.42"," 2044"," 2043","0.40","0.0",,,"75","58","  280","  290","0.0","31.1","44.1","    1",,"    1",,"    1",,,,,"    1","    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-09-29","14.76"," 1429"," 1332","0.11","0.0",,,"69","57","  240","  240","0.0","23.9","31.1","    1",,,,"    1",,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-09-30","10.74"," 1715"," 1646","0.00","0.0",,,"61","48","  300","  310","0.0","19.9","25.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-10-01","10.51"," 1410"," 1409","0.00","0.0",,,"57","45","  250","  260","0.0","19.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-10-02","7.61"," 1919"," 1052","0.00","0.0",,,"61","45","  180","  280","0.0","13.0","21.0",,,,,"    1",,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-10-03","7.38"," 1049"," 1046","1.18","0.0",,,"63","54","  120","  120","0.0","23.0","28.0","    1","    1",,,"    1",,,,"    1",,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-10-04","2.91"," 1412"," 1411","0.00","0.0",,,"69","54","  260","  270","0.0","8.9","17.0","    1","    1",,,,,,,"    1",,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2009-10-05","12.53"," 1505"," 2019","0.00","0.0",,,"67","54","  270","  280","0.0","23.0","29.1","    1",,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-10-06","10.51"," 0919"," 0918","0.00","0.0",,,"67","50","  280","  290","0.0","16.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-10-07","16.55"," 1403"," 1401","0.46","0.0",,,"69","54","  300","  320","0.0","33.1","45.0","    1",,,,"    1",,,"    1",,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-10-08","12.75"," 0908"," 0907","0.00","0.0",,,"63","50","  320","  320","0.0","25.9","34.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-10-09","5.59"," 1421"," 1355","0.09","0.0",,,"61","50","  200","  190","0.0","17.0","21.9","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-10-10","10.07"," 1453"," 1318","0.27","0.0",,,"65","47","  340","  330","0.0","25.9","34.9","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-10-11","11.63"," 1538"," 1545","0.00","0.0",,,"61","41","  270","  270","0.0","23.9","31.1",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-10-12","8.72"," 2018"," 2036","0.00","0.0",,,"54","42","  220","  250","0.0","17.0","21.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-10-13","10.29"," 1716"," 1833","0.31","0.0",,,"53","40","  330","  320","0.0","21.9","28.0","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-10-14","9.17"," 0820"," 0901","0.00","0.0",,,"52","38","  330","  350","0.0","17.9","21.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-10-15","10.51"," 2355"," 2359","0.02","0.0",,,"43","36","   70","   60","0.0","25.1","33.1",,,,,"    1",,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-10-16","17.00"," 1109"," 1017","0.09","0.0",,,"45","36","   30","   20","0.0","28.0","36.9","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-10-17","15.21"," 2352"," 2254","0.00","0.0",,,"49","36","   60","   50","0.0","25.1","32.0",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-10-18","17.22"," 1210"," 1210","0.93","0.1",,,"49","34","   40","   40","0.0","30.0","38.9","    1",,,,"    1",,,,,,"    1",,,"    1",,"    1","    1",,
"USW00014739","BOSTON, MA US","2009-10-19","8.95"," 0252"," 0258","0.00","0.0",,,"54","37","  350","  350","0.0","17.0","23.0",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-10-20","6.93"," 1112"," 1637","0.00","0.0",,,"65","37","  260","  280","0.0","13.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-10-21","6.71"," 1525"," 1128","0.00","0.0",,,"68","52","  110","  140","0.0","15.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-10-22","7.38"," 2326"," 2322","0.00","0.0",,,"67","49","  350","  350","0.0","23.9","36.0","    1",,,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2009-10-23","12.53"," 0045"," 0049","0.00","0.0",,,"57","40","  350","  350","0.0","25.1","33.1",,,,,"    1",,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-10-24","11.86"," 1448"," 2254","1.10","0.0",,,"69","46","  210","  220","0.0","28.0","36.0","    1",,,,"    1",,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-10-25","11.86"," 0349"," 0313","0.03","0.0",,,"65","49","  290","  270","0.0","21.9","32.0",,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2009-10-26","6.93"," 0858"," 0855","0.00","0.0",,,"57","45","  330","  330","0.0","17.0","21.9",,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2009-10-27","6.93"," 0904"," 0902","0.00","0.0",,,"52","43","  120","  120","0.0","15.0","17.9","    1",,,,"    1",,,,,,"    1",,,"    1",,,,,
